id,x,y,color
0,-1.5116673448180036,0.5583649752810922,blue
0,1.4076957788330007,-0.1325177588110622,yellow
1,-0.7686444123572093,2.0231226314513258,blue
1,1.5855686287900563,0.1636385748129947,yellow
2,0.0944002253027918,2.9571002637817814,blue
2,2.0717916941964183,0.7010144988458147,yellow
3,0.9428900626834702,3.6530456542079643,blue
3,2.7687414911251564,1.2726535517892361,yellow
4,1.8959966284302765,4.302601222353017,blue
4,3.468332472357709,1.747653083172691,yellow
5,2.8137848037886837,4.840782350524931,blue
5,4.2752764388298585,2.220850633723008,yellow
6,3.805201165949541,5.351241439508081,blue
6,5.061010496769169,2.6267336078756673,yellow
7,4.771079218646461,5.781486411096949,blue
7,5.921370460793836,3.0107771051178736,yellow
8,5.756281439181282,6.165383608056506,blue
8,6.799333792700332,3.3525484213066017,yellow
9,6.827834753166316,6.513659779337329,blue
9,7.629084436388078,3.6226393807346096,yellow
10,7.869464674517693,6.776840130324111,blue
10,8.525706960657354,3.8494955892968346,yellow
11,9.045681311092702,6.966681123408861,blue
11,9.322007466447756,3.9794342544898065,yellow
12,10.3449828420468,6.991766037615275,blue
12,10.018182598089894,4.009618891589495,yellow
13,11.678080109777218,6.691952843170995,blue
13,10.629360100528134,3.88122583006556,yellow
14,12.82745681431657,6.108021639532174,blue
14,11.254563199566483,3.5534168410010185,yellow
15,13.84330463342058,5.330443410450833,blue
15,11.822626892682514,3.1130437017637163,yellow
16,14.659148911730611,4.5289303193615496,blue
16,12.434928963093917,2.5157622637619745,yellow
17,15.378492877879333,3.6967652661339434,blue
17,13.024751548131105,1.8366841516029024,yellow
18,16.024043452014823,2.854448131668218,blue
18,13.596138555192248,1.0922682850052938,yellow
19,16.62389231491218,1.9952033972453804,blue
19,14.14081057951988,0.3116639425959884,yellow
20,17.191704620713924,1.1226228048084819,blue
20,14.66336044045828,-0.4921451990135558,yellow
21,17.734777641902603,0.24475769062350727,blue
21,15.172194164603548,-1.3151031755674127,yellow
22,18.281610664888444,-0.6736900292338912,blue
22,15.649950082941015,-2.1139547901109035,yellow
23,18.787324835114088,-1.7826425165945248,blue
23,15.97307605646721,-2.8218748351280434,yellow
24,19.11415122588152,-2.922249107995754,blue
24,16.192810199215266,-3.6047200640932053,yellow
25,19.325546361462592,-3.9847656135599774,blue
25,16.370735417742736,-4.5035066731199045,yellow
26,19.496409503152204,-4.948295336110028,blue
26,16.549284905042303,-5.509059638839399,yellow
27,19.693662713738068,-5.822224295347482,blue
27,16.79233877758804,-6.585322858786645,yellow
28,19.945659702773092,-6.527793249065173,blue
28,17.210867933566036,-7.761046661416959,yellow
29,20.264337825847008,-7.057443029588306,blue
29,17.92566345605701,-8.936432702813617,yellow
30,20.820276670503382,-7.643920474419332,blue
30,18.739047122504175,-9.804587864031863,yellow
31,21.48111837752199,-8.210403442619132,blue
31,19.59344751939869,-10.542076389537726,yellow
32,22.198919008303093,-8.737451024733478,blue
32,20.485801151135135,-11.200219224839255,yellow
33,22.95664049977163,-9.224083904330097,blue
33,21.40998029171181,-11.794656253205797,yellow
34,23.74309579229373,-9.668514098909387,blue
34,22.364692393054433,-12.333097381331903,yellow
35,24.56606284074478,-10.074735041243478,blue
35,23.335367258076044,-12.810678824072298,yellow
36,25.423666370671416,-10.431964633245613,blue
36,24.3233373103854,-13.222892070333522,yellow
37,26.259559101140095,-10.715957460544047,blue
37,25.37973278236632,-13.584041428769698,yellow
38,27.093831138226378,-10.928850036244317,blue
38,26.48213779454629,-13.865826585911929,yellow
39,27.961745202427775,-11.057681625599303,blue
39,27.689492543814712,-14.045302500121055,yellow
40,28.744724765828188,-11.062750840356358,blue
40,28.903611882801385,-14.058540366351124,yellow
41,29.540295873917994,-10.946892217098041,blue
41,30.086723759709738,-13.896708578438043,yellow
42,30.355024685185494,-10.7312072187732,blue
42,31.20617023950442,-13.607933004343163,yellow
43,31.17332698777494,-10.435423005262367,blue
43,32.269381317093064,-13.228031983831153,yellow
44,31.985166423993878,-10.073986596928549,blue
44,33.28469189767287,-12.77791587545256,yellow
45,32.78332790670145,-9.657150744370874,blue
45,34.25878263572502,-12.269244414705454,yellow
46,33.56165099705915,-9.19207844413492,blue
46,35.196214970390685,-11.707669948550253,yellow
47,34.31406576228023,-8.683406401597862,blue
47,36.09905373287071,-11.094592405382576,yellow
48,35.04807471252206,-8.121283073077022,blue
48,36.95177424068027,-10.439887848904542,yellow
49,35.71613644361631,-7.535962318474783,blue
49,37.78688095438919,-9.706680441839483,yellow
50,36.301762962942774,-6.933610820299908,blue
50,38.591158984739934,-8.872338716467734,yellow
51,36.77776977434233,-6.293783190030865,blue
51,39.306236783442586,-7.9083588568522245,yellow
52,37.15643012150366,-5.583076252328391,blue
52,39.87206700308121,-6.857955198509472,yellow
53,37.471889527490454,-4.799774665401076,blue
53,40.304614975094545,-5.787533005530996,yellow
54,37.753393307370175,-3.919519131832931,blue
54,40.632291442059426,-4.7632877790833215,yellow
55,38.007005747071474,-2.994281849499332,blue
55,40.90765218811627,-3.7599516373675606,yellow
56,38.26351960703493,-2.0199163277698795,blue
56,41.160229264023705,-2.8003477232864875,yellow
57,38.54479829936279,-1.0201840804835944,blue
57,41.42043069367319,-1.8750164224037227,yellow
58,38.844171111952846,-0.05738841760797381,blue
58,41.71499561991554,-0.9282309088087257,yellow
59,39.07647377864996,0.8205201213908099,blue
59,41.995146234406214,0.12672541399545445,yellow
60,39.28312562712477,1.7521912354318672,blue
60,42.22153064089296,1.1473970761826546,yellow
61,39.47494686824496,2.7154855374764137,blue
61,42.42028905474864,2.145433430733754,yellow
62,39.6641915193111,3.6985483743468905,blue
62,42.60908255381909,3.126170182174586,yellow
63,39.86461040053961,4.696616446836345,blue
63,42.80239176573803,4.088800150334754,yellow
64,40.091921297850284,5.710522329027387,blue
64,43.012824629734105,5.026180509619848,yellow
65,40.36647851890199,6.7459765002679815,blue
65,43.25150611485669,5.923409925102271,yellow
66,40.7183922067803,7.812317923534218,blue
66,43.526205046527956,6.755820381204737,yellow
67,41.18660960598867,8.891760065185549,blue
67,43.850266161785875,7.511566690053423,yellow
68,41.70252145358738,9.829293555741852,blue
68,44.29851206077005,8.325686969091162,yellow
69,42.258644637868684,10.745214064175311,blue
69,44.779832192632654,9.119294843025838,yellow
70,42.852041886898775,11.627031170539018,blue
70,45.30262975038049,9.896534385405873,yellow
71,43.53273429337265,12.517440784208427,blue
71,45.8357287965378,10.594886150812775,yellow
72,44.26661906086797,13.337698653385356,blue
72,46.43492840925934,11.264432011180698,yellow
73,45.14193920570409,14.138130849926918,blue
73,47.03571357325143,11.811412421577527,yellow
74,46.148813806340485,14.848203131140899,blue
74,47.659171339642825,12.256134435755516,yellow
75,47.23276557967885,15.389272406688228,blue
75,48.36127742279856,12.609621165985796,yellow
76,48.43207576465131,15.759745296372552,blue
76,49.071107096499055,12.828595529315793,yellow
77,49.55774920105098,15.962673969779523,blue
77,49.91199426547476,12.98366231583599,yellow
78,50.72098914230717,16.066850051622442,blue
78,50.83934875320214,13.06918579381958,yellow
79,51.79377438115769,16.088188131038493,blue
79,51.765703575461075,13.08831946226855,yellow
80,52.86942412548344,16.043417669382375,blue
80,52.68787301795282,13.048916175752025,yellow
81,53.95597840247921,15.939433164615446,blue
81,53.591625578344285,12.9616408583011,yellow
82,55.03554820032086,15.777877408427507,blue
82,54.48960786833018,12.827970773649739,yellow
83,56.10250193802249,15.557515983014417,blue
83,55.381203932978174,12.64551852629865,yellow
84,57.132451595577095,15.277423575372312,blue
84,56.280714511313604,12.4008728737002,yellow
85,58.18418274593209,14.907949140630375,blue
85,57.11439541740555,12.105172825666223,yellow
86,59.28797371968753,14.394006646745938,blue
86,57.82285499711503,11.77610154365921,yellow
87,60.261863768828924,13.795244348937278,blue
87,58.55268749700392,11.329739031191973,yellow
88,61.15599101612478,13.11845534124139,blue
88,59.25223424877871,10.799897563055982,yellow
89,61.979616326574096,12.380522886193555,blue
89,59.91653111455134,10.202523940387332,yellow
90,62.75783705891018,11.575863718762502,blue
90,60.52768085122799,9.569273753339424,yellow
91,63.464403420330825,10.74803938682676,blue
91,61.11971063635653,8.87656516878931,yellow
92,64.11358917561653,9.904446660005968,blue
92,61.690424494943535,8.135754224804478,yellow
93,64.72065417450756,9.040521913260303,blue
93,62.23310090857147,7.363596527582486,yellow
94,65.29083068586431,8.160772552117336,blue
94,62.750361888363265,6.565147819003822,yellow
95,65.83860690744973,7.235702910769577,blue
95,63.22124380103849,5.76961615713005,yellow
96,66.34194825082731,6.196208232377785,blue
96,63.58700748665318,5.0086471241009765,yellow
97,66.74418985420553,5.167680150535483,blue
97,63.91318127299129,4.175011820683419,yellow
98,67.0776193391822,4.152849168659103,blue
98,64.20432566959556,3.290188465767585,yellow
99,67.36468605039225,3.1503363490859275,blue
99,64.46789231894753,2.3702170777801967,yellow
100,67.6224975784831,2.159524020627059,blue
100,64.71364832505041,1.4256330063721503,yellow
101,67.86506710523564,1.1823160176920808,blue
101,64.95285489709069,0.4618855528090658,yellow
102,68.1048007441914,0.22439092249289344,blue
102,65.19867207471283,-0.5202003455426165,yellow
103,68.35291264225708,-0.7032458507627014,blue
103,65.46748643556242,-1.5244130722953986,yellow
104,68.62146093583257,-1.588386053139319,blue
104,65.7805995239051,-2.5524951954159785,yellow
105,68.94749974224037,-2.5499724157906387,blue
105,66.09686120079054,-3.484777157969914,yellow
106,69.25757282273342,-3.5445820073818077,blue
106,66.38192057950253,-4.3993475752430555,yellow
107,69.54179319734854,-4.507626670196654,blue
107,66.66376854019936,-5.354369885605733,yellow
108,69.82299802931247,-5.4346187668408135,blue
108,66.96320828434217,-6.341041744574046,yellow
109,70.11752275476987,-6.306543901879672,blue
109,67.30977450502509,-7.363213086655663,yellow
110,70.45798363638487,-7.142512659493448,blue
110,67.72444220484202,-8.378535006394433,yellow
111,70.85134323163568,-7.89122439800622,blue
111,68.25857915603108,-9.400387890890336,yellow
112,71.31185742931356,-8.549454516400745,blue
112,68.93782421416478,-10.38356637050625,yellow
113,71.89011973735562,-9.24736254714632,blue
113,69.63484043517586,-11.225673763603318,yellow
114,72.50135053203601,-9.89961768246841,blue
114,70.39115687541363,-12.032006655322729,yellow
115,73.1490144434844,-10.502504281858524,blue
115,71.20813538450444,-12.790076898938256,yellow
116,73.84815020747973,-11.049606143149305,blue
116,72.08306899427777,-13.475402571294396,yellow
117,74.58387640746193,-11.50517282375015,blue
117,73.12881574827051,-14.128681634117179,yellow
118,75.28267212068772,-11.80926186498098,blue
118,74.2584196647515,-14.628997119665113,yellow
119,75.96590153990178,-11.963350225647048,blue
119,75.51866307383145,-14.929825870999132,yellow
120,76.72055796195265,-12.00344939154813,blue
120,76.75869287903213,-15.003207003105995,yellow
121,77.59203156815384,-11.952673769927552,blue
121,77.88272420463367,-14.938556853890555,yellow
122,78.4515650931592,-11.824658746688538,blue
122,79.00086643721919,-14.773941376992706,yellow
123,79.28157770493996,-11.630758095830947,blue
123,80.11748005424693,-14.511950082218368,yellow
124,80.12160685491138,-11.36090944210321,blue
124,81.18000058421676,-14.168008071251649,yellow
125,80.91853291712519,-11.021162696473176,blue
125,82.221514290502,-13.723428327500798,yellow
126,81.59975526640602,-10.636490567744836,blue
126,83.27869001512764,-13.122688087962228,yellow
127,82.16669941234068,-10.175562684790346,blue
127,84.26054533107339,-12.324006137294116,yellow
128,82.51249120421299,-9.717227534714267,blue
128,85.1222164770234,-11.196867355905413,yellow
129,82.83310681470306,-9.019093501406392,blue
129,85.6384778740809,-10.08205785603229,yellow
130,83.04970187975096,-8.263450903368078,blue
130,85.97744096510311,-8.917930733539606,yellow
131,83.21741570409492,-7.379394524568113,blue
131,86.18219379519812,-7.8377512312000395,yellow
132,83.33492120251488,-6.455243603661191,blue
132,86.31747032049519,-6.778354666354539,yellow
133,83.4203060115239,-5.501077763904522,blue
133,86.41071737329113,-5.74074396388567,yellow
134,83.48955112273799,-4.52231701560868,blue
134,86.48271984462096,-4.724655846141886,yellow
135,83.55902877073585,-3.513146834268136,blue
135,86.55053823817532,-3.738693073917697,yellow
136,83.64699748192265,-2.479254254733919,blue
136,86.63188796912922,-2.7799680378961162,yellow
137,83.75367056046817,-1.468587166682902,blue
137,86.73510351314452,-1.801840146707788,yellow
138,83.8641796220806,-0.4791341804635826,blue
138,86.84656048354248,-0.8037946141261728,yellow
139,83.96628448867624,0.49346629965732824,blue
139,86.95310143355836,0.2125311865705003,yellow
140,84.04948004199353,1.4602031028484925,blue
140,87.04125852895875,1.2382538182536338,yellow
141,84.10174449869602,2.413866216713234,blue
141,87.09881533702976,2.2813279580501047,yellow
142,84.1138294114447,3.341677183473117,blue
142,87.11380817929444,3.352964009898733,yellow
143,84.07857900778032,4.250112583166598,blue
143,87.07240319647107,4.442509899182395,yellow
144,83.98960977001556,5.136751908227148,blue
144,86.96168455195479,5.545128561037845,yellow
145,83.84230668812967,5.998939077386993,blue
145,86.77010674261814,6.653146109554408,yellow
146,83.62802057854597,6.853831671512638,blue
146,86.49515607596715,7.736743920508766,yellow
147,83.33079509102434,7.703214144209453,blue
147,86.13294828637869,8.774632582433044,yellow
148,82.97215449561439,8.556377355042839,blue
148,85.71791765180514,9.765006615860829,yellow
149,82.56601079091128,9.402387572924551,blue
149,85.26006101426943,10.722271429187648,yellow
150,82.12300534383665,10.240197123602178,blue
150,84.76955611680323,11.652914011768404,yellow
151,81.65029596189153,11.069336601174685,blue
151,84.25281647465705,12.561612373488478,yellow
152,81.15281298543016,11.889530785841878,blue
152,83.71397214733375,13.451729155895201,yellow
153,80.63401275909413,12.700523250921051,blue
153,83.155695486459,14.325674389280106,yellow
154,80.09633971660249,13.501987513277003,blue
154,82.57967301730339,15.18515587016527,yellow
155,79.54151476266848,14.293471425143988,blue
155,81.98687649646327,16.03134541105095,yellow
156,78.94087448832917,15.114462891509874,blue
156,81.34787059032254,16.90509679183365,yellow
157,78.35398224303245,15.883219775468932,blue
157,80.72138103690128,17.725887122221565,yellow
158,77.75223490416415,16.639320127860035,blue
158,80.07784438051466,18.534456155565874,yellow
159,77.13564948126078,17.381171632631858,blue
159,79.41611595273908,19.330395240241668,yellow
160,76.5038944682688,18.106596525724452,blue
160,78.73438740739208,20.112812179267518,yellow
161,75.85625390533288,18.8125693781655,blue
161,78.02997802330835,20.880158181320468,yellow
162,75.19156176032567,19.49479589487142,blue
162,77.2989952020585,21.629912821099598,yellow
163,74.50811115390295,20.147013670288437,blue
163,76.5357913747948,22.358011843468134,yellow
164,73.8035649134155,20.759788303289064,blue
164,75.73209745778124,23.057779213915595,yellow
165,73.15719296804687,21.256859524276216,blue
165,74.78959955323432,23.77385152677377,yellow
166,72.46382830078198,21.683781260550035,blue
166,73.77390968305059,24.382611890995967,yellow
167,71.77431539080739,21.961655959827013,blue
167,72.60837056168758,24.843383214778115,yellow
168,71.05419741786532,22.103654715571857,blue
168,71.3690914656767,25.087082565990393,yellow
169,70.20166383247297,22.143182132078216,blue
169,70.22495931361595,25.143091684141133,yellow
170,69.2252216695242,22.133990416255553,blue
170,69.20166558913219,25.133897933342798,yellow
171,68.15339627262888,22.14591080340966,blue
171,68.27399209789063,25.143485931230384,yellow
172,67.1029749423154,22.213820856792868,blue
172,67.32893973777257,25.205298737575877,yellow
173,66.12037143145346,22.281424533934544,blue
173,66.31641614551793,25.275012092381328,yellow
174,65.13740488769503,22.34063089034631,blue
174,65.30315568779997,25.336048502677613,yellow
175,64.14894027094975,22.3921665631186,blue
175,64.29448375627764,25.388633998930075,yellow
176,63.16436431497336,22.43433617222018,blue
176,63.281045450712206,25.432066232209355,yellow
177,62.18002921666547,22.468582694316922,blue
177,62.2667421149177,25.467329244673707,yellow
178,61.19400770565408,22.49251778448808,blue
178,61.253507437445414,25.49192769010564,yellow
179,60.21002699984386,22.50728738544741,blue
179,60.23786930733637,25.507158183650805,yellow
180,59.22947141382246,22.509417138209194,blue
180,59.21859040966276,25.509397405435713,yellow
181,58.248336399239484,22.500023776589156,blue
181,58.199981016687666,25.499634044103633,yellow
182,57.27558297278002,22.474352223855725,blue
182,57.173603254771386,25.472618412357818,yellow
183,56.31567439426865,22.43312457528129,blue
183,56.135559461493635,25.42771279588716,yellow
184,55.34116678879738,22.367959336872914,blue
184,55.11472986803514,25.359401517647214,yellow
185,54.34933330938301,22.28859967056769,blue
185,54.11308215649484,25.279282768583762,yellow
186,53.35325920386189,22.210192411034008,blue
186,53.11546837143462,25.200753482139824,yellow
187,52.37051434683071,22.12802677467608,blue
187,52.105322842693916,25.1162826984774,yellow
188,51.40232733963001,22.034249253853712,blue
188,51.08301482049185,25.01720743578011,yellow
189,50.450687404666134,21.92075805766595,blue
189,50.0489803952941,24.89374165644704,yellow
190,49.518647589025846,21.77891597501337,blue
190,49.00414483948222,24.73446785591684,yellow
191,48.61071090539885,21.59935560438888,blue
191,47.95058543308204,24.5258269199494,yellow
192,47.73329965776413,21.37196132386333,blue
192,46.892562863711525,24.2517463233253,yellow
193,46.89524124108461,21.08617650950897,blue
193,45.838020492558165,23.893717121661386,yellow
194,46.13981057507968,20.747555171943624,blue
194,44.76882187779043,23.415961061591062,yellow
195,45.4029761414322,20.318442608057037,blue
195,43.77764838663095,22.840011502510006,yellow
196,44.66236957482063,19.794959319882306,blue
196,42.80495019857287,22.150801687431414,yellow
197,43.97069011239159,19.214203569704765,blue
197,41.965598241042464,21.44570678221639,yellow
198,43.31525759150112,18.586596329833803,blue
198,41.17673170245071,20.69057043182773,yellow
199,42.69238934604911,17.91466781259984,blue
199,40.439986803259785,19.89625373938581,yellow
200,42.083030175370524,17.1922668824254,blue
200,39.75981287916893,19.090334688018707,yellow
201,41.51142257989175,16.455271401446137,blue
201,39.105550018744616,18.24741459313572,yellow
202,40.94515666732849,15.674549469235055,blue
202,38.4976324388622,17.409376593495715,yellow
203,40.49611468086935,14.965690192584095,blue
203,37.87739563254498,16.429353591710807,yellow
204,40.081382386832054,14.160875601015315,blue
204,37.37591469541939,15.457195226232118,yellow
205,39.7197719733368,13.331313060471475,blue
205,36.93779051978354,14.45406823952242,yellow
206,39.36837010478959,12.430881537391183,blue
206,36.5621368228161,13.491567526336222,yellow
207,39.02233969582417,11.500774092913257,blue
207,36.21081308259821,12.54734855424994,yellow
208,38.659154572620984,10.543061514044977,blue
208,35.864989213280644,11.635142071816459,yellow
209,38.26190277924967,9.575136824263195,blue
209,35.50286357338524,10.753144744653815,yellow
210,37.7874817299595,8.568755159334732,blue
210,35.12482609643232,9.950878517521677,yellow
211,37.32633708050937,7.686652421807031,blue
211,34.65950529439936,9.060700537628788,yellow
212,36.88445958186402,6.810838341584276,blue
212,34.200485366682344,8.151092948828698,yellow
213,36.43569602018279,5.9112851489952485,blue
213,33.75652029234203,7.261106403587475,yellow
214,35.9654159391009,4.994142422427374,blue
214,33.31449678340835,6.398645049688118,yellow
215,35.46320371202298,4.074185423458729,blue
215,32.85882634990259,5.563218181887784,yellow
216,34.91091547015307,3.1572962531228157,blue
216,32.379490672146844,4.767230566080681,yellow
217,34.279108902351865,2.243937976984177,blue
217,31.873589458691825,4.036555115743453,yellow
218,33.508305532826135,1.334752188273475,blue
218,31.352401178851043,3.420915273104388,yellow
219,32.61835119030414,0.5305846868290496,blue
219,30.760270186267814,2.8859052557621565,yellow
220,31.63495512610441,-0.12928689683966543,blue
220,30.080850167462167,2.4367913906495513,yellow
221,30.617727103252733,-0.6708948516675439,blue
221,29.33299612362343,2.040095061626257,yellow
222,29.562340447887024,-1.1172069099452993,blue
222,28.547865204778127,1.706060697122642,yellow
223,28.51049035741268,-1.4548399720715777,blue
223,27.69630829688958,1.43256501724363,yellow
224,27.361296261282465,-1.7012325306424272,blue
224,26.890888392402825,1.2616573486639429,yellow
225,26.14571783660071,-1.80506103301841,blue
225,26.116069822958117,1.1947924626188433,yellow
226,24.854515269421633,-1.6876302076442642,blue
226,25.420125041129907,1.2585682897669537,yellow
227,23.49073962710825,-1.1938678473135207,blue
227,24.91196089120881,1.4481257405796075,yellow
228,22.44801597148843,-0.5101305227890771,blue
